a,b,c,d,e,y
-0.176343205,-0.974364289,0.955096881,-1.534591397,-0.3807829,0
-1.271028548,-0.008906116,2.179407836,-0.269876955,-0.063011355,0
0.10650527,-1.493845009,0.591509981,-0.714513393,0.120926888,0
-0.415653435,-1.001170611,1.277608522,-0.633402565,-0.140527824,0
-0.990290032,0.063668069,1.734335523,-0.772578029,0.762224085,0
-1.543559511,0.646264924,1.729238902,-1.246361443,-0.897345329,0
-0.755594998,-0.510681627,1.539659577,-0.69962033,-0.061090347,0
-0.777292867,-0.596846208,1.341045551,-0.180100339,0.351596284,0
0.223811378,-1.228087117,0.341385204,-1.165867815,0.252500431,0
-1.046122635,-0.3438972,1.897807876,0.046852125,-0.819699201,0
0.095686111,-2.034800265,0.590610088,0.653777372,-1.009927779,0
-0.821104285,-1.000288939,1.665823328,0.711775126,-1.241676872,0
-1.174492285,-0.103599295,2.120260446,-0.440431618,-0.208202276,0
-0.326676346,-0.978934728,0.99659926,-0.483257436,0.365037828,0
-0.630406648,-0.73596806,1.323141199,-0.273571358,0.14190786,0
-0.913837229,-0.579778372,0.966227212,0.064817593,-1.641436055,0
-0.678742653,-0.27706388,0.463181551,-1.224196921,-0.370853699,0
-0.145116206,-1.650121822,0.783901701,0.315340964,-1.14848581,0
-0.543063683,-1.825494832,0.476199964,1.147767841,-3.391448477,0
-0.000441175,-1.365185103,0.853745894,-1.13870561,0.074990737,0
-0.441225325,-0.578560009,0.180012673,-1.086585724,-0.16264078,0
0.374975623,-1.737244091,0.083682072,-0.767891751,0.601635817,0
-1.014305317,-0.019041873,2.274982118,-1.825498578,-0.892319715,1
-0.964756284,-0.858893121,2.12669773,0.416340324,-1.539469495,0
-1.057010537,-0.249931988,1.950146049,-0.683111489,-0.300007286,0
-1.179994967,0.40889966,1.749690519,-2.690337554,-1.970390864,1
-0.004423086,-1.095854223,1.025684841,-2.13694725,-0.978946527,1
-0.265078671,-1.642956019,0.911447487,0.460542999,-1.038154485,0
-1.003048756,-0.418953384,1.770066465,-0.238582025,0.089344737,0
-0.109329505,-0.952960371,-0.140114339,-1.269356779,0.007259812,0
0.038609802,-2.038548297,0.578632572,0.68805599,-0.944566939,0
-1.099678307,-0.172263829,2.25249611,-0.985316603,-0.621380281,0
-0.807392067,-0.591776864,1.639368325,-0.365538833,-0.080721192,0
-1.026855357,0.016874833,1.026467867,-1.099662569,-0.421230613,0
-0.346177843,-1.47332142,1.290225935,0.252334988,-1.455771604,0
-1.21266525,0.216519097,1.252915777,-0.959137576,-0.518868163,0
-1.233074947,-0.104173961,2.132620353,-0.185667472,-0.035880616,0
-0.151179551,-1.305202691,0.845944052,-0.361982452,0.16886916,0
-0.679342174,-0.690818395,1.519724909,-0.377735119,0.032757735,0
-0.435787947,-1.041179847,1.307074531,-0.430314732,-0.113134915,0
-1.538594723,0.565165153,1.598711296,-0.680629547,-0.417371275,0
-1.089073947,-0.2098697,2.013827727,-0.380934719,-0.110773864,0
-1.479394279,0.038185826,2.126423057,0.163891138,0.271145196,0
0.781616299,-2.139497099,-0.18500182,-1.314803689,0.199332386,0
-0.462063233,-0.976859133,1.308155939,-0.412162926,0.026027919,0
-0.605965539,-0.759026229,1.333347239,-0.29150284,0.115916199,0
-0.786351853,-0.846297813,0.970693829,0.213840491,-1.575297799,0
-0.256748667,-0.973034625,1.063613894,-1.405417068,-0.260301644,0
-0.581451331,-0.70291242,1.488110455,-1.198666031,-0.506303879,0
0.553157289,-2.020825118,0.004929259,-0.701645074,0.373378338,0
-0.455435617,-0.592391916,0.212533022,-1.010156927,-0.122240264,0
-1.544696411,-0.276139229,2.622036512,0.688771732,-1.497525625,0
-0.550963812,-0.791955635,1.477132968,-0.588032247,-0.029514556,0
-1.043173525,-0.218150215,1.886906294,-0.492660566,0.030015288,0
-0.514394437,-0.978660661,1.257601066,-0.36004193,0.101338526,0
-0.481087098,-0.894222484,1.601169961,-1.015164001,-0.41625714,0
0.469286648,-1.817364426,0.234600405,-1.284520847,0.099376869,0
-1.174509441,0.247893751,1.093425592,-1.04148799,-0.346663041,0
-1.533199245,0.577158863,1.439619276,-0.527179044,-0.30543992,0
-0.150177432,-1.176309499,0.802385565,-0.922698847,-0.071712888,0
-0.718364888,-0.713644174,1.535993149,-0.200628443,0.101322835,0
-0.259529353,-1.447764968,0.999989469,-0.220808712,0.286746733,0
-0.373964874,-1.585988743,0.939541116,0.919711995,-0.922682326,0
-1.216968705,-0.23151587,1.153322702,0.318133397,-1.624053575,0
0.674158952,-2.140576979,-0.262420754,-0.97966442,0.463763015,0
0.445606211,-2.316499351,0.395719569,-0.103999673,-0.911125416,0
-0.022312646,-1.925290176,0.684312884,0.80828019,-0.934320272,0
-0.03885908,-1.479568493,0.860887557,-0.41042806,0.166655581,0
-0.621442166,-0.498564036,1.370197992,-0.999045958,-0.055520353,1
-0.931723352,0.034577892,1.004776676,-1.577969521,-0.794073064,0
0.462864312,-1.858765229,0.424558133,-1.433197191,0.002556492,0
0.52189924,-1.798299406,-0.029888631,-1.115562167,0.555578105,0
-0.472850716,-1.333978793,1.227757302,0.131866847,-1.012205805,0
0.38381307,-1.884570488,0.28135785,-0.937740724,0.393964804,0
0.235803543,-1.776185418,0.593808697,-0.538255027,0.177534683,0
0.744827232,-2.179569112,-0.252476597,-0.929416182,0.474799608,0
0.188215266,-1.278252181,-0.611670441,-1.226861726,0.117246817,0
-0.00494821,-1.388808211,0.932056745,-0.99403145,-0.197527851,0
-0.463714376,-0.875964802,1.407252551,-0.903979238,-0.332817728,0
-0.955571021,-0.269649462,1.914067341,-0.750313184,0.010000256,0
0.356073021,-1.769087712,0.560073879,-1.360526173,-0.016408488,0
-1.610349363,0.584870058,1.731774258,-0.622230899,-0.429036347,0
-0.227174649,-1.245887798,1.070491483,-0.463170358,0.064508409,0
-0.981612621,-0.40471261,1.810005397,-0.181438406,0.029734602,0
0.057245893,-1.567840915,0.557755003,-0.193516013,0.383039269,0
-0.956876138,-0.382371887,1.659871427,-0.422918102,0.139129411,0
-0.697289521,-0.702434528,1.669302856,-0.537543953,-0.116191617,0
-0.678507132,-0.742072648,1.28215769,-0.12778123,0.25382125,0
-1.150310151,-0.118745375,2.057937213,-0.751236664,-0.355728988,0
-0.578463068,-0.954003652,1.272090041,-0.201247295,0.154316008,0
0.908207205,-2.345812062,-0.3257274,-1.545289741,0.06899064,0
-0.106217825,-0.91168174,1.469868261,-2.980391912,-1.909149779,0
-0.281795029,-1.206147052,1.055192278,-0.260491479,0.206058831,0
-1.360165651,0.311590203,1.1484722,-0.474307631,-0.141094624,0
-0.26076042,-1.273950698,0.777784828,-0.072522408,0.399737917,0
-0.576302776,-0.774470524,1.334808455,-0.356142897,0.344383835,0
-0.687276093,-0.619708228,1.503028705,-0.71776167,-0.046837889,0
-0.88486132,-0.628742483,1.466477292,-0.021632111,0.396339316,0
-0.686373018,-0.75949205,1.390000256,-0.237269011,0.279490024,0
-0.285252076,-1.069877464,0.870274476,-0.323408135,0.444039163,0
0.337028934,-1.680020302,0.204961392,-0.937284123,0.356047955,0
0.250226418,-1.631431246,0.144857228,-0.937479578,0.362130336,0
-0.521672346,-1.061684496,0.990461712,-0.528929851,0.266485685,0
-0.339247601,-1.067031883,1.056474923,-0.427649322,0.065379147,0
0.641848222,-2.102131107,0.209356422,-1.292600398,0.15433091,0
-0.89968778,-0.459236794,1.715842251,-0.206868667,0.100756461,0
-0.670283676,-0.607576693,1.371050632,-0.448324725,0.169425302,0
-1.518938445,0.54850475,1.774798295,-1.448368597,-1.003859551,1
-1.536252083,0.422801825,1.394023275,-0.582740964,-0.283779602,0
0.011271914,-1.312016984,1.074639441,-1.672642854,-0.834640966,0
-0.347670586,-1.417104159,1.050781348,0.501654901,-1.044231693,0
-0.638375477,-0.795813728,1.549683494,-0.490828472,-0.130074813,0
-0.302184768,-0.664485278,0.20896978,-1.481727023,-0.117568064,0
-0.848630371,-0.500115255,1.7849663,-0.638462432,-0.065161186,0
-0.57953828,-0.668249677,1.579845296,-1.175145388,-0.208989746,0
-0.765832822,-0.736730737,1.606141492,-0.29357887,0.045435578,0
-0.083207319,-1.505405114,0.605064457,-0.007043887,0.523871407,0
-0.628849654,-0.752247332,1.251088601,-0.497522539,-0.033760494,0
-0.576890287,-0.634754017,1.526879898,-1.182178087,-0.431977804,0
-0.010598129,-1.412083552,0.725534851,-0.530971773,0.112146977,0
0.340612423,-1.693374647,0.274532402,-1.313371327,-0.021982865,0
0.191945749,-1.471943299,0.711701524,-1.602360497,-0.70002562,0
-0.080038745,-1.317333672,0.832201448,-0.691319961,-0.025438671,0
-0.629905924,-0.887567738,1.55776454,-0.360732358,0.091704962,0
-1.338981558,0.061228133,2.286605876,-0.28778002,-0.104657646,0
0.308786329,-1.434996276,0.211305502,-1.219247516,0.646579458,0
-1.245599063,0.47434375,1.164764014,-1.07423468,0.056602015,0
0.528864869,-2.354932005,0.218325047,-0.300096952,-1.177295014,0
0.574356692,-1.884645841,0.183984285,-1.581854162,-0.09131421,0
-0.776263528,-0.490640266,1.634806422,-0.544369067,0.188806417,0
-0.245223574,-1.174228177,1.080469723,-0.498706423,0.115290726,0
-1.047718875,-0.372283595,1.76429381,-0.100317455,0.133360431,0
-0.606806481,-0.854788116,1.597610386,-0.382083801,0.067782773,0
-0.113805869,-1.340713977,0.977595277,-0.622858354,0.013401866,0
0.537563539,-1.989267202,0.035475989,-1.148527624,0.313730443,0
-0.076341774,-1.361923988,0.744028514,-0.424582214,0.173861934,0
-0.830906048,-0.597163927,0.652846507,0.089725014,-1.417766147,0
-0.570912788,-0.789231742,1.424148786,-0.494772809,0.00791004,0
-1.166221928,-0.065083161,1.835639867,-0.416250125,0.331656529,0
-0.666502018,-0.675728587,1.809167507,-1.049673369,-0.533716513,0
-0.972397528,-0.401063187,2.10476085,-0.618068353,-0.310039065,0
-0.416010691,-0.925653355,1.33640831,-0.854262909,-0.218908179,0
0.785586787,-2.201992083,-0.232055181,-1.536127883,0.065245154,0
0.071394252,-1.486943199,0.659636482,-0.742996276,-0.059602832,0
-0.618263459,-0.414547683,1.155083581,-0.91369684,0.641864145,0
-0.591299094,-1.281593741,1.428271885,0.817127231,-1.072431341,0
-0.507588716,-0.855281919,1.356684608,-0.510596474,0.038951783,0
0.779569816,-2.144656351,-0.27717208,-1.289558024,0.221519592,0
-0.42739473,-1.01974252,1.314716734,-0.470960764,-0.009525189,0
-0.235469079,-1.244617496,1.107941597,-0.535089219,-0.07493453,0
-0.859541606,-0.585289247,1.635737866,-0.299481198,0.06209316,0
-1.556433978,0.626774856,1.633598865,-1.257635578,-0.613605765,0
-0.020211838,-1.425902363,0.674002863,-0.396546957,0.243103527,0
-1.140536977,-0.14761735,2.085444777,-0.436465608,-0.204793681,0
-0.383720661,-0.997223612,1.096181102,-0.333475431,0.221362799,0
-0.700310061,-0.457347137,0.492302468,-0.870615544,-0.317594825,0
-1.159145653,-0.040162216,1.085097725,-0.929634382,-0.498597216,0
-1.4539852,0.509304685,1.664722281,-0.962025937,-0.456627642,0
-0.572175234,-1.34925294,1.313613883,0.797512108,-1.009269292,0
-0.406490859,-1.013091141,1.406241956,-0.74023723,-0.190933833,0
-0.304375402,-1.1107008,1.194502238,-0.469092187,0.13062381,0
0.127903268,-1.56693378,0.72851455,-0.952666259,-0.002219961,0
-1.319428508,-0.179519036,1.402126497,0.26963118,-1.726650211,0
0.476720638,-1.64424872,0.444823861,-2.396605441,-1.013256265,0
-1.040276847,-0.361681834,1.814613055,-0.141663886,0.162285108,0
-0.847846069,-0.632164439,1.395052792,-0.176044176,0.314719824,0
0.39963259,-1.813706776,0.206783894,-0.818828426,0.469332835,0
-0.480217377,-0.690035769,0.337288386,-0.951604572,-0.122757826,0
-0.288334252,-0.975634213,0.827572901,-0.587600122,0.432742268,0
-0.962177796,-0.416959079,1.824601718,-0.101316819,0.133953887,0
0.188442884,-1.611597236,0.493331526,-1.036977614,-0.149242976,0
-0.921147779,-0.393991606,1.889640143,-1.039735452,-0.564500428,0
-1.024838391,0.039888802,0.967935531,-0.886253796,-0.151184772,0
-1.195131256,-0.050141699,2.121649489,-0.433517162,-0.098909651,0
-0.891868028,-0.489750516,1.758755071,-0.147892417,0.127932161,0
-0.670209033,-0.757590612,1.497511175,-0.642575107,0.070515569,0
-0.617089263,-0.797214779,1.489728946,-0.249364045,0.138262257,0
-0.299943474,-1.112923671,1.246947831,-0.840776305,-0.039889759,0
-0.664585767,-1.029507206,1.589194709,0.080306734,-1.480948813,0
-0.45481262,-1.399892804,1.172827496,0.758074529,-1.060880031,0
-0.21651146,-1.16364952,1.248496536,-1.193352889,-0.533649665,0
-0.843880921,-0.304376655,1.025034326,-0.941492667,-0.448390857,0
-0.310160523,-1.114738794,0.978380737,-0.255979057,0.278161428,0
-0.952240361,-0.327174599,1.539166982,-0.421539239,0.524215234,0
-0.595585828,-0.559009516,0.476365624,-1.064387573,-0.393074353,0
0.883833687,-2.439419689,-0.352376146,-1.004418299,0.495692203,0
-0.510800443,-0.924708104,1.30199487,-0.189667351,0.239938174,0
-0.286839158,-1.128182076,1.148951634,-0.601570495,0.013704963,0
-0.517259907,-0.680443403,1.188107142,-1.062099516,-0.076460455,0
-0.843039017,-0.588968554,1.834135017,-0.3138831,0.036460993,0
-0.812386067,-1.03026438,1.704752934,0.672297116,-1.322963818,0
0.714939623,-2.136121858,-0.25697827,-0.904621867,0.484954686,0
0.388904116,-1.824487693,0.217774784,-0.754746138,0.291979447,0
-0.153252759,-1.138723269,0.795127834,-0.868779986,0.282480776,0
-0.63252075,-0.691216026,1.58412795,-0.660011463,-0.147418802,0
-0.857241542,-0.587392346,1.422690831,-0.31328996,0.415259866,0
0.686692835,-2.037080737,-0.360088901,-0.948271704,0.947016015,0
-0.037407619,-1.830212413,0.776841214,0.422670109,-1.221720422,0
-0.370562637,-1.100540656,1.131580448,-0.534411836,0.072084239,0
-0.739610518,-0.635386355,1.594093056,-0.8113541,-0.355968193,0
0.317433303,-1.759304027,0.194957382,-0.829034768,0.519448604,0
-0.104197781,-1.358141954,0.774206753,-0.299209283,0.286633627,0
-0.367125542,-1.124151444,0.837740803,-0.301039305,0.593365669,0
-0.811513444,-0.555753324,1.780017434,-0.390059525,-0.001819428,0
0.487089385,-1.971997108,-0.018686023,-0.77183396,0.572251448,0
0.280447913,-1.608025438,0.358296025,-1.022208618,0.367145355,0
-0.10457523,-1.345476943,1.052225196,-1.273360047,-0.361369657,0
-0.856682102,-1.030442225,1.666682467,0.847541379,-1.082969625,0
-0.639891333,-0.676369692,1.624452485,-0.772204456,-0.291853888,0
0.098963357,-1.867163765,0.594860489,-0.381878185,-1.346068138,1
-0.201520026,-0.971213129,1.239609603,-1.784980264,-0.730839974,0
-0.992377261,-0.55549048,1.28425792,0.31382602,0.721476008,0
-1.129574033,-0.026366428,0.878254863,-0.784186222,-0.097193538,0
-0.490880962,-1.07908196,1.37191383,-0.293760376,0.168224137,0
-1.13444496,-0.368732971,1.777957872,-0.028220393,0.217311912,0
0.102073206,-1.679311901,0.231685065,-0.352325827,0.526992337,0
-0.899905426,-0.220072362,0.620651272,-0.65434941,-0.185830397,0
0.49650279,-1.9438312,-0.177343284,-0.70700755,0.707378619,0
-1.048908933,-0.129091536,1.192961201,-0.88209481,-0.412055229,0
-1.063652418,-0.307405478,1.867431734,-0.677852056,-0.283542275,0
-0.675016169,-1.34173349,1.594958738,0.807857361,-1.144729415,0
-1.394818314,0.229981999,0.975984638,-0.492529921,-0.098555814,0
-1.363176148,0.003009979,2.155699305,-0.1059343,0.040212449,0
0.582431069,-2.136360191,-0.095049428,-0.71042272,0.626806607,0
0.342205076,-1.821024255,0.393937147,-1.139515437,0.257062828,0
-0.820803918,-0.680282324,1.71639959,-0.295509052,0.083245259,0
-0.192233673,-1.257510024,0.455245416,-0.382997541,0.740920695,0
-0.130069634,-1.330364766,0.86280875,-0.596456489,0.264042738,0
-0.621282988,-0.886902529,1.557231136,-0.441941171,0.090537595,0
-0.456732348,-1.062490039,1.148125168,-0.146727276,0.301419377,0
0.247190738,-1.526366034,0.280580973,-1.576339749,-0.128240509,0
0.828822306,-2.401167711,-0.478413809,-0.924141594,0.655320977,0
-1.413272209,0.324480684,1.287909258,-0.525982722,-0.251769362,0
-0.134924933,-1.524125579,0.522829595,-0.225904013,0.39336235,0
-0.774719991,-0.511161957,1.384750686,-0.621010897,0.047017765,0
0.588227523,-2.094736018,-0.044415156,-0.979393731,0.412265048,0
0.891681434,-2.421425523,-0.427609515,-0.992826808,0.524227678,0
-0.557805793,-0.926981041,1.125598294,-0.335653212,0.389035814,0
-0.854514571,-0.558909402,1.397655575,0.000824348,0.394550059,0
-0.298288369,-1.260688651,0.964805196,-0.216169765,0.319472045,0
-0.9286997,-0.510466877,1.865933434,-0.486088189,-0.07868052,0
-0.984018573,-0.442524007,1.773515469,-0.309325705,-0.011589632,0
0.601160241,-2.06360391,-0.237781028,-0.87016073,0.519207673,0
-0.463623123,-1.017608539,0.981156486,-0.173789698,0.271031434,0
-0.601884295,-0.784647218,1.175208585,-0.279473791,0.338521678,0
-1.030950431,-0.389938245,1.72729665,-0.04516341,0.227894826,0
-0.968630737,-0.575984928,1.563743706,0.041553943,0.29048736,0
-0.574149279,-1.373319765,1.344807137,0.725156184,-1.137486458,0
-0.288502964,-1.292187106,0.922139018,-0.148987104,0.302858787,0
-1.124091648,-0.337853639,2.020804071,-0.212474198,0.040634109,0
-0.564343203,-0.894619306,1.08467225,-0.100590393,0.403101914,0
-0.765150724,-0.968182444,1.366748898,0.453290447,-1.157492394,0
0.174530979,-2.08480531,0.318576543,0.418375325,-0.844382864,0
-0.252000893,-0.867881675,0.159890957,-1.434043484,-0.095904594,0
-0.726516499,-0.779882837,1.696038978,-0.563736128,-0.233462045,0
-0.262683282,-1.638171333,1.098622666,0.266935333,-1.322293303,0
0.097165537,-1.460202046,0.357663233,-1.004043717,0.221438924,0
-0.521256252,-0.522954089,0.319619801,-1.278037514,-0.074947547,0
-0.426625246,-1.021868564,1.204335732,-0.59967932,0.002393052,0
-0.759592795,-0.725142824,1.488196374,-0.19993243,0.11771717,0
-0.504429711,-0.991373727,1.214280174,-0.361854685,0.128294111,0
-0.677667009,-0.868364968,1.263235185,-0.152942342,0.249920313,0
-0.280152555,-0.688937329,-0.082770854,-1.179360119,0.316277725,0
0.407958628,-1.920727675,0.321277996,-1.087679055,0.275410644,0
-0.895550469,-0.254143173,0.356384879,-0.875266285,0.188362043,0
0.225613155,-1.72200589,0.212476823,-0.876891095,0.481920928,0
-0.715176465,-0.717376167,1.238698915,-0.269505424,0.290414331,0
-0.690585678,-0.84670857,1.134855849,-0.044867086,0.320216476,0
-0.418731475,-1.080373272,1.156196644,-0.381791337,0.144322421,0
-1.016560722,-0.100578479,0.932909377,-1.243726975,-0.679411717,0
-0.227565047,-1.28706899,0.988880464,-0.632284623,-0.056021258,0
0.61907585,-2.175129796,-0.087190908,-0.863211043,0.432404573,0
-0.672420487,-0.776943885,0.858906342,-0.473750959,0.759256917,0
-0.881988681,1.133868365,1.164221979,-2.817999333,2.763534086,0
-0.822424566,-0.820869668,1.306036645,0.100264265,0.413709202,0
0.013482294,-1.418130801,0.699057611,-1.034406744,0.349175612,0
-0.737831265,-1.1688233,1.355006189,0.923052822,-1.04613864,0
-0.904974255,-1.226763181,0.10874187,0.134518635,-3.949106559,0
0.732834597,-2.211268883,-0.373515869,-0.897119996,0.554691039,0
0.166900154,-1.648761593,0.242540922,-0.785221826,0.60983391,0
-0.203453575,-1.316253901,0.661862765,-0.400618951,0.538971947,0
-0.04654209,-1.47822206,0.684733622,-0.560320133,0.241009353,0
-1.091247928,-0.169475918,1.910329083,-0.525776925,0.064838763,0
-0.48965368,-1.200550521,0.929805138,0.180794633,0.622294437,0
-0.795776982,-0.292436208,0.564265715,-1.023526191,-0.475175131,0
-0.555415136,-1.105621545,0.874505081,0.215165305,0.605830602,0
-0.621663659,-0.730764385,1.552476214,-0.944191117,-0.407506832,0
-0.612987303,-0.902955572,1.014236353,-0.254649549,0.3152504,0
-1.113865104,-0.327564155,1.716643426,-0.070442303,0.281760586,0
-0.079693611,-1.312280277,0.602042294,-0.743897361,0.42414822,0
-0.433510596,-0.938436045,1.338689381,-1.137396728,-0.512033153,0
-0.437515171,-1.169570531,1.226453876,-0.364391333,0.233139704,0
-0.255566115,-1.298254003,0.979820595,-0.322421212,0.196467916,0
-0.82062793,-0.312033177,0.418381751,-0.988806558,-0.196340455,0
0.412049083,-1.928247301,0.321568209,-1.096745538,0.253730599,0
0.07436926,-1.613032265,0.304272763,-0.928831586,0.347960175,0
0.286355293,-1.626413862,0.410530304,-1.365502904,0.211209222,0
-0.509928925,-1.147419269,1.008318361,-0.085282645,0.407311638,0
-0.299549838,-1.096818532,1.040652039,-0.86639775,0.278650342,0
-0.776507843,-0.619529553,1.545491283,-0.453457107,-0.021228025,0
-0.334835341,-1.101555604,0.774256446,-0.139621477,0.551660107,0
0.123460289,-1.798648766,0.195556983,0.050791148,0.671428464,0
-0.862858936,-1.031160468,1.81396252,0.418818711,-1.490328951,0
-1.281442423,-0.222611011,2.025103451,-0.12854125,0.065596517,0
-0.608656045,-0.714988341,1.254193502,-0.273441868,0.256456322,0
-0.141803723,-1.301367451,0.987777932,-0.710885273,0.165290533,0
-0.231006882,-1.106141462,0.949432182,-0.79641913,0.035109597,0
-0.29693601,-1.092419534,1.210855573,-0.836965308,-0.009273289,0
0.9379242,-2.423753966,-0.466455976,-0.883175076,0.607807377,0
0.062677606,-1.504329009,0.566722509,-0.530131765,0.113330602,0
-0.504562417,-1.412918231,1.513035361,0.493629363,-1.353501167,0
-0.573701383,-0.363279773,0.63113104,-1.624284473,-0.66330726,0
0.669933826,-2.114938776,0.132336795,-1.342081997,0.131754545,0
-0.431724891,-1.023248603,1.180823499,-0.358655883,0.071501253,0
0.006990367,-1.36431969,0.566412479,-0.80629227,0.337867936,0
-0.245323296,-0.864049137,0.072725627,-1.470208964,-0.108559935,0
-0.803606004,-0.535634902,1.659656499,-0.399545147,-0.030581802,0
-0.2392844,-1.185958293,1.035199172,-0.525192526,0.026849779,0
-0.840823708,-0.519606873,1.63848223,-0.367901064,-0.040368103,0
-0.304898274,-1.123322743,1.056307271,-0.380688252,0.236123198,0
-0.494909565,-1.303669561,1.168921722,0.579749649,-1.237286435,0
-0.978609326,0.335693968,0.57676022,-1.427017628,0.74590105,0
-0.793139612,-0.28334406,0.959054447,-1.321095405,-0.69520544,0
-0.236473174,-1.185101966,1.07293288,-0.692544596,-0.126941141,0
-0.869254839,-0.835809284,1.467329232,0.833287088,-0.903249038,0
-0.606437419,-0.793448545,1.191164156,-0.148887802,0.221281198,0
-0.304960141,-1.346485499,0.92958585,-0.538521712,0.074827152,0
-0.887010469,-0.610007599,1.994416887,-0.742315241,-2.315266617,1
-0.411794771,-0.951899056,1.098265439,-0.68813005,0.017919377,0
-0.550733953,-0.556609489,1.524936563,-1.821865949,-0.829466136,1
-0.464852042,-0.351779627,1.014321698,-1.035207063,1.141774228,0
-0.272224005,-1.051172602,0.82005419,-0.487814768,0.359196016,0
-0.07932263,-1.444070727,1.050312338,-0.63936746,-0.034929315,0
-0.413073304,-0.892477996,1.22873922,-1.156523676,-0.310859911,0
0.558910062,-2.572409214,-0.319719465,0.377669939,-0.556205265,0
0.156524496,-1.529712407,0.639102906,-1.185949823,0.102765435,0
