a,b,c,y
0.880873293,-2.406921979,-0.456751977,0
-0.568406342,-0.950914439,1.0979406,0
-0.862242448,-0.589351368,1.405697937,0
-0.296709353,-1.271012926,0.995798559,0
-0.926494287,-0.530454102,1.974756829,0
-0.98736345,-0.467555852,1.857637422,0
0.584181992,-2.057470392,-0.257677935,0
-0.470265085,-1.034702262,1.003723401,0
-0.608190998,-0.808949574,1.168953488,0
-1.036552533,-0.42472811,1.73797487,0
-0.972840405,-0.60237509,1.609106438,0
-0.570558681,-1.386254551,1.384029103,0
-0.288223755,-1.303002033,0.94693219,0
-1.122693917,-0.363394297,2.13377338,0
-0.569859792,-0.914395802,1.110481998,0
-0.779533389,-0.993840861,1.369684556,0
0.168289518,-2.084792786,0.297452603,0
-0.254233118,-0.865972386,0.14336846,0
-0.723390495,-0.794122874,1.799351283,0
-0.257807893,-1.642272963,1.131209688,0
0.07681347,-1.46066627,0.415805651,0
-0.530920326,-0.534651167,0.25858828,0
-0.427483947,-1.035890479,1.235009639,0
-0.762166109,-0.74769513,1.533953532,0
-0.505095827,-1.00391309,1.281998429,0
-0.681428052,-0.888850409,1.282607114,0
-0.28439674,-0.702315291,-0.235536944,0
0.402389111,-1.9084087,0.396065203,0
-0.9111064,-0.268596476,0.331295046,0
0.211787022,-1.71701661,0.255395035,0
-0.723475865,-0.745735292,1.200591706,0
-0.698108386,-0.86591794,1.175686748,0
-0.418887801,-1.095897745,1.171233283,0
-1.015537995,-0.113100219,0.93667121,0
-0.227029967,-1.291763855,1.04982324,0
0.608855157,-2.164046961,-0.075242428,0
-0.694850359,-0.794126701,0.903498904,0
-0.890894961,1.088138302,1.064989484,0
-0.825990273,-0.843048066,1.324870397,0
0.005305932,-1.414712231,0.804071432,0
-0.740488593,-1.189295043,1.377404212,0
-0.893294517,-1.183542162,0.2448944,0
0.716908619,-2.202722878,-0.408007761,0
0.153131313,-1.646330358,0.279386143,0
-0.212121034,-1.325724998,0.672731709,0
-0.052899032,-1.483103048,0.714523895,0
-1.097009809,-0.207134167,1.909466338,0
-0.491579926,-1.223356916,0.850719665,0
-0.798169058,-0.304270854,0.546700976,0
-0.561830684,-1.127308018,0.829871714,0
-0.625857991,-0.753656668,1.551812963,0
-0.622694854,-0.927762937,0.956759342,0
-1.120795594,-0.3620784,1.729107794,0
-0.096479172,-1.321057077,0.628726287,0
-0.436530306,-0.94692908,1.419526932,0
-0.431486406,-1.1801283,1.260706018,0
-0.254309532,-1.311000965,0.974486894,0
-0.829471006,-0.319475317,0.443298769,0
0.40643274,-1.915624786,0.397817956,0
0.0580958,-1.607349096,0.37043277,0
0.275155769,-1.622470918,0.446705141,0
-0.511393134,-1.162834604,1.001714276,0
-0.310241473,-1.104042954,1.133666663,0
-0.781401605,-0.64612076,1.558977026,0
-0.339373074,-1.121735175,0.721213594,0
0.121958483,-1.808348689,0.084715234,0
-0.855486172,-1.040868309,1.94256793,0
-1.281519188,-0.247684509,2.149743143,0
-0.614155487,-0.744135577,1.215918777,0
-0.141075833,-1.304358319,1.066795184,0
-0.239845537,-1.118750739,0.97237,0
-0.298160171,-1.101387562,1.276412662,0
0.929079361,-2.410103297,-0.503512556,0
0.060181731,-1.514048877,0.519719219,0
-0.493196837,-1.419117368,1.598399672,0
-0.56759496,-0.369596347,0.606069196,0
0.666861465,-2.096343169,0.203152041,0
-0.430773818,-1.034606911,1.250948403,0
-0.006698221,-1.365873411,0.646806714,0
-0.247035951,-0.85559668,0.10359621,0
-0.806189179,-0.567497351,1.641905453,0
-0.238895029,-1.202693734,1.00082224,0
-0.843380924,-0.542936464,1.711958396,0
-0.302667615,-1.138229705,1.058398327,0
-0.496818254,-1.318429646,1.189019459,0
-0.973945758,0.311515899,0.466757952,0
-0.781423693,-0.285922873,1.022284133,0
-0.235170549,-1.194695834,1.102368989,0
-0.872619427,-0.86182052,1.491992666,0
-0.611619362,-0.813143863,1.240747257,0
-0.301852843,-1.349996842,0.956451119,0
-0.89102207,-0.622289274,2.136184665,1
-0.420234407,-0.958218842,1.230454266,0
-0.562661125,-0.559963203,1.717710201,1
-0.467177301,-0.38528518,0.907373436,0
-0.284198794,-1.070418282,0.80004547,0
-0.069635391,-1.447616275,1.083856949,0
-0.414930861,-0.90082895,1.294996638,0
0.548189389,-2.558704333,-0.338792764,0
0.149741252,-1.521637286,0.75742331,0
-0.862488267,-0.297614519,0.960529901,0
-0.580819856,-0.973630893,0.520169651,0
-0.958963268,-0.410227665,1.778082302,0
-0.931057407,-0.482051035,1.922566082,0
-0.474794641,-1.328348425,1.253993317,0
0.267775402,-1.710871889,0.585359121,0
-0.518025924,-0.902305922,1.08819219,0
-0.873890124,-0.297244915,0.494199393,0
-1.193083989,0.179745671,1.138194827,0
-1.51741293,0.549621615,1.619230177,0
-0.73254312,-0.607026857,1.228547725,0
-0.086222172,-1.30253256,0.779647415,0
-0.563852438,-0.753501339,1.384325983,0
0.759882078,-2.144430564,-0.387816607,0
-0.990716562,-0.240850713,2.019161901,0
0.257100114,-1.573545624,0.778846379,0
-0.851891445,-0.655077737,1.798462756,0
-0.551418821,-0.900909525,1.286487151,0
-0.00449438,-1.476460472,0.913544141,0
-0.535646695,-0.502866415,0.35046773,0
-0.537202818,-0.913186522,1.516106913,0
-0.829583301,-0.914423344,1.674056419,0
-0.101499901,-2.261000956,0.248747522,0
-0.198127812,-1.186923346,0.697178852,0
0.420895786,-1.81785513,0.12034161,0
0.208164685,-1.568911597,0.738619676,0
-0.336902402,-1.126986484,1.146558903,0
0.216183974,-1.724560919,-0.024100753,0
-0.477540294,-1.026200129,1.107435192,0
-0.142866045,-1.229211027,0.700039768,0
-1.245810757,0.018168323,2.035165207,0
0.235782224,-1.324531913,0.103260016,0
-0.347050351,-1.108769427,1.14218488,0
-0.912956874,-0.367351042,2.223136187,0
-0.479766385,-0.700373844,1.428161765,0
-0.296021699,-1.163390985,1.115451979,0
-0.727405613,-0.688650387,1.508830894,0
-0.141354017,-1.411161439,0.778948965,0
-1.031379026,-0.381964354,2.119849948,0
-0.892996288,-0.192959397,0.829960523,0
0.324696697,-1.66684999,0.245585112,0
-0.876975354,-0.094052795,0.567354882,0
-0.366977719,-1.103337817,1.36997321,0
-0.832112122,-0.512055629,1.446657136,0
0.454358597,-1.835150222,-0.058643071,0
-0.250164004,-1.273171008,0.947790048,0
0.66670147,-2.111540521,0.248193331,0
-0.021364883,-1.456691594,0.57000064,0
-0.569173872,-0.821517309,1.560597508,0
0.079013177,1.943495118,0.188686775,1
-0.718227408,-0.780561879,1.816685272,0
0.745342176,-2.155603356,-0.402654677,0
-0.219704603,-1.258540673,1.034169586,0
-0.524498784,-0.810130916,1.20982789,0
-0.585216825,-0.550624549,0.191755776,0
0.004568475,-1.447404553,0.683741656,0
-0.451280603,-1.424719021,1.225910997,0
-0.197811259,-1.718129462,1.02045531,0
-0.484145459,-1.333678685,1.439560757,0
0.100896803,-1.943777779,0.854987744,0
-0.022446192,-1.361114051,0.762760285,1
-0.039620833,-1.994456495,-0.800965479,0
-0.248041502,-1.320497308,0.881467088,0
-1.022318075,-0.005411994,0.888704932,0
-0.726110684,-0.736481109,1.432274312,0
-0.447673865,-1.062455762,1.239621657,0
-0.817472792,-0.596028135,1.714604784,0
0.24533831,-1.590107196,0.125385207,0
-0.933911799,-0.572915936,0.46980305,0
0.279838727,-1.69498357,0.59841493,0
-0.953070383,-0.292349071,1.981854882,0
-0.849920672,-0.55976195,1.702571136,0
-0.880732414,-0.533252728,1.984030097,0
-0.014385003,-1.405419044,0.43482539,0
-0.178195905,-1.175046288,0.969420427,0
-0.410245145,-1.033802956,1.153992645,0
-0.347743681,-1.081809756,1.090567621,0
-0.428634551,-0.319490204,1.092664523,1
-0.76851167,-0.639135656,1.476111509,0
-0.821752973,-0.477169094,1.648766319,0
0.628759851,-2.062205978,-0.113173998,0
0.268449064,-1.642761496,0.658043915,0
0.349946913,-1.618714264,0.211391227,0
-1.131889153,-0.181783374,1.913621122,0
-0.26514381,-1.148757686,0.835725568,0
-0.295478218,-1.543320348,0.955250388,0
-0.83577756,-0.273356596,0.745292408,0
0.730474209,-2.254210295,-0.56175694,0
-1.151244193,0.26104627,1.097347881,0
-0.108103232,-1.677193989,1.001380915,0
-0.82774387,-0.912574071,1.675256973,0
-0.264004044,-1.202498663,0.872223861,0
-0.691823621,-0.693087709,1.537835045,0
-0.001412964,-1.57396716,0.435987029,0
0.030340744,-1.540834215,0.731734177,0
-0.18049543,-1.273768801,1.015859048,0
-1.612374166,0.972607882,1.676474867,0
0.26566489,-1.826136264,0.293244322,0
0.115721814,-1.595123742,0.645168637,0
-0.033807729,-1.464303221,0.638831095,0
-0.34871121,-1.041156102,1.109378301,0
-0.553212449,-0.999809637,1.21278435,0
0.552637447,-1.959408147,-0.128087195,0
-1.203805369,-0.672290442,2.209931723,0
0.49445028,-1.644558078,-1.03473278,0
0.258107651,-2.001859605,0.462674768,0
0.056671978,-1.53579301,0.755111977,0
-0.36909188,-1.002505018,1.205252494,0
-0.958457389,-0.397130274,1.657638587,0
-0.543565149,-0.766362016,1.514668676,0
0.042629714,-1.409964285,0.621060213,0
-1.677286089,-0.359066614,1.082891255,0
0.611151988,-2.008320197,0.233615717,0
-1.102425634,0.060390816,1.909702714,0
-0.324859289,-1.141646628,1.339472805,0
-0.482926769,-0.698662028,1.67874507,1
-0.780574901,-1.03854296,1.676590547,0
-0.3681003,-0.929994047,1.012676453,0
-0.88350727,-1.116632586,1.631606895,0
-0.969167678,-0.68275313,1.056275682,0
-0.845472182,-0.526251363,1.675473815,0
0.038168782,-1.988364275,0.562134896,0
0.306085133,-1.632578865,0.286431814,0
0.322711922,-1.602585216,0.297244357,0
-0.972413294,-0.060744306,0.811247866,0
-0.94087688,-0.468864683,2.004539919,0
0.542915138,-1.941002334,0.023291352,0
-1.232224124,-0.16442808,2.043894069,0
-0.496127392,-0.90220639,1.226165337,0
-0.294279585,-1.198674687,0.936255533,0
-0.697829447,-0.675525133,1.478797408,0
-0.025759664,-1.316073947,0.802812272,0
0.128931054,-2.00561019,0.911377789,0
-1.247874151,0.219837275,1.159189436,0
-0.593420081,-0.885267541,1.466365596,0
0.416300793,-1.759453778,-0.016895953,0
0.08526847,-1.186716639,0.440114761,0
-0.931972572,-0.398523515,2.028228119,0
-0.258379905,-1.177083885,0.858768198,0
-0.638536458,-0.817211151,1.421119913,0
-0.926033307,-0.516677597,1.657509019,0
0.002162487,-1.556635347,0.69498621,0
-0.591647775,-0.943138095,1.21205841,0
-0.501932228,-0.888924324,1.405435048,0
-0.157111095,-1.205884989,0.646430837,0
-0.926977532,-0.428165497,1.549032595,0
0.340246051,-1.773118616,0.51695756,0
0.186513874,-1.61689941,0.554742692,0
-0.394361865,-1.054740423,1.415272386,0
-0.50051756,-0.919559358,1.228831474,0
-0.501390779,-0.930921638,1.339003356,0
-0.611761345,-0.850937313,1.680088987,0
-0.672831611,-0.644616993,1.36020867,0
-0.033109744,-1.880241288,0.421808974,0
-0.258083951,-1.34605838,1.110469795,0
0.558622047,-1.931322069,-0.009899903,0
-0.612823175,-0.799254113,1.729633945,0
-0.121899165,-1.394377686,0.865875336,0
-0.453369959,-1.133373928,1.337979935,0
-0.25106484,-1.158025338,0.587412247,0
-0.806563382,-0.595246744,1.689053502,0
0.156334429,-1.670475488,0.456372012,0
-0.326802025,-1.167418634,0.827218816,0
-1.231227767,0.339698658,1.067659632,0
-0.060420103,-1.393561674,0.999878542,0
-0.479071168,-1.990650992,0.732771991,0
-0.505941353,-1.002513845,1.000135508,0
-0.539832924,-1.263903246,1.118308779,0
-1.394557743,0.047978663,2.32404927,0
-0.042616566,-1.292001402,0.841076114,0
-0.679355665,-0.818615594,1.589597307,0
-0.532091456,-0.611508276,0.408706446,0
0.891736867,-1.86764027,-0.460673852,1
0.014214383,-1.508634904,0.521509793,0
-0.865189775,-0.377184704,1.788901201,0
-0.339347976,-2.393835606,0.487269355,0
-0.813903227,-0.287335474,0.556514973,0
-1.037762865,-0.010186797,0.735404189,0
-1.133231921,-0.67543305,2.122052277,0
-1.269406605,0.191203575,1.270334248,0
-0.519324316,-1.010566091,0.986991232,0
-1.257178925,-0.21851214,1.895078878,0
-0.372248604,-1.050646898,0.938745188,0
-0.475055574,-1.404999489,1.106976645,0
-0.481522722,-0.956139378,0.927219844,0
-0.823455909,-0.394829629,1.195619215,0
-0.657641753,-0.796359763,1.361040584,0
-0.680536303,-0.973072829,0.859416343,0
-0.613189403,-0.890378683,1.263244608,0
-0.901369305,-0.496733677,1.664231946,0
-0.160822885,-1.391622519,0.514240187,0
0.828459058,-2.217489276,-0.355310711,0
-0.726326265,-1.232546583,1.439410666,0
0.498948629,-2.015688469,-0.262401957,0
-0.171850848,-1.289337774,0.710427036,0
-0.73748162,-0.430776827,1.517682093,0
-1.058286622,-0.428493078,1.149772765,0
-0.393104712,-1.020016141,0.824005983,0
0.106163821,-1.300635962,-0.712775441,0
-0.989224651,-1.548452988,0.7406425,0
-0.402575755,-0.72220543,0.254193736,0
-1.066176847,0.025426826,0.77762563,0
-0.524988386,-1.313958749,1.027509803,0
-0.067826294,-1.135442414,1.238362424,0
-0.306496975,-1.215844906,0.970669002,0
0.709314994,-2.234980279,-0.470063946,0
-1.31220731,-0.479404807,2.20561721,0
-0.771688438,-1.099591367,1.651376376,0
-0.356055722,-1.527180259,1.216992127,0
-0.795284535,-0.412930992,0.362231756,0
-1.134869893,-0.605762849,2.049463015,0
-0.668877545,-0.733348343,1.764058273,0
0.039469803,-1.963453684,0.520289934,0
0.609736054,-2.010263491,-0.253957699,0
-0.426953127,-0.812343228,1.17110091,0
-1.029577502,-0.268033703,1.679534211,0
-0.838121472,-0.337611842,1.649146921,0
-0.301678483,-1.032055654,0.879626358,0
-0.498593771,-0.72308818,1.235357507,0
0.431262923,-2.208563075,0.323768096,0
-0.728504777,-0.532232804,1.486639463,0
-0.838786273,-0.448011997,1.460761036,0
0.558260833,-2.080966974,-0.284513732,0
-1.000160617,-0.22918212,0.460451231,0
0.296284249,-2.20778793,0.224675859,0
-0.277801533,-1.264457951,0.731789276,0
-1.3628899,0.050130203,2.335781697,0
0.221913493,-1.578542396,0.518336763,1
0.308812854,-1.724944922,-0.02894107,0
-0.168927888,-1.148852943,1.314819255,0
-0.368200479,-1.030929207,0.891181908,0
0.306406643,-1.806912935,0.156879863,0
-0.070702253,-1.957133072,0.525261905,0
-0.659008852,-0.502438799,1.539407674,0
0.110496958,-1.613177323,0.522063661,0
-0.771996922,-0.612599148,1.603154836,0
-0.62153905,-0.609401906,0.023626914,0
-1.061935906,-0.798954837,2.030703925,0
-1.036789644,-0.054172184,0.602228889,0
-1.003950457,-1.305763733,1.189631726,0
0.209895509,-1.593296222,0.626852346,0
-0.149345299,-1.46845527,0.278191493,0
-0.44646795,-1.539380601,1.429062294,0
-0.18808569,-1.16977126,0.76690992,0
