a,b,c,d,e,f,g,y
-1.100789325,-0.169920134,2.253152412,-0.967300895,-0.652996654,-0.474689595,0.167850835,0
-0.80771116,-0.590442751,1.639923935,-0.356483923,-0.101035512,-0.509677656,1.706215889,0
-1.02893752,0.020896032,1.028335909,-1.099761905,-0.436243967,0.366231236,0.212281304,0
-0.348457593,-1.466298199,1.29393227,0.23536118,-1.402582374,-0.513157675,0.45310621,0
-1.214971344,0.220661197,1.25467694,-0.962205225,-0.520575516,-0.006019927,0.943196578,0
-1.236327037,-0.097384653,2.135428236,-0.208737111,-0.005656385,-0.250600596,-0.052122199,0
-0.153901159,-1.297014385,0.850555252,-0.397753233,0.209631588,-0.582234891,1.305598124,0
-0.683019216,-0.681790711,1.524188778,-0.414423711,0.078351279,-0.397596731,0.110554605,0
-0.437298152,-1.036251488,1.309763081,-0.441837956,-0.104267332,-0.40883396,0.644023333,0
-1.544002866,0.575395966,1.603152454,-0.721595571,-0.359956741,0.257865496,-0.688039817,0
-1.094472536,-0.198051194,2.019233071,-0.430319919,-0.042727507,-0.305483222,-0.705292309,0
-1.485325089,0.050345097,2.131751745,0.105775685,0.348451206,0.016590795,-0.662092688,0
0.775651314,-2.122279909,-0.175104555,-1.390779383,0.275808858,-0.257995963,-0.226004613,0
-0.463488037,-0.972217878,1.310682289,-0.423920545,0.033335555,-0.411105327,0.628503295,0
-0.610772397,-0.74738534,1.339192836,-0.345636622,0.187231955,-0.520309627,0.704815708,0
-0.783813118,-0.851260167,0.968344585,0.260281901,-1.61539872,0.44361091,-0.140458992,0
-0.260593147,-0.963008141,1.068883187,-1.429793658,-0.251450491,-0.213192476,0.242642654,0
-0.586949729,-0.689780704,1.4946456,-1.242590718,-0.453546438,-0.735254087,0.410152852,0
0.549742082,-2.009567639,0.011739808,-0.753925406,0.424478122,-0.42569526,0.979753357,0
-0.459251938,-0.583255449,0.217538095,-1.046648243,-0.088057372,0.126290842,1.14474561,0
-1.546778579,-0.272270698,2.623024293,0.691611168,-1.467527377,0.101049933,-1.374087672,0
-0.55588942,-0.779872595,1.483199008,-0.639485444,0.036157217,-0.347628255,-0.983877516,0
-1.048924394,-0.205578332,1.892713873,-0.544603787,0.093217749,0.002647448,-1.142201516,0
-0.516270022,-0.97312802,1.26056511,-0.376990681,0.11337123,-0.341063464,0.649858134,0
-0.481305518,-0.892285733,1.602258745,-0.999020338,-0.450782265,-0.418941631,-0.233786224,0
0.464286769,-1.802972618,0.242778826,-1.342089097,0.151090956,-0.104650433,-0.707297899,0
-1.17960622,0.258100647,1.098198687,-1.078349589,-0.306589272,0.282023228,0.085536581,0
-1.540180995,0.59079469,1.445773315,-0.591077441,-0.213485479,0.102128473,0.148514157,0
-0.153062172,-1.168027608,0.806985549,-0.947799421,-0.054261625,-0.6372373,2.18745098,0
-0.719789244,-0.709609397,1.537982347,-0.211263738,0.109022018,-0.337753835,0.707067655,0
-0.257391614,-1.450233644,0.999328479,-0.194815832,0.229423184,0.016867092,0.17261805,0
-0.375844124,-1.57987081,0.942918283,0.895119766,-0.861133,-0.454009487,1.964296757,0
-1.220617425,-0.224159887,1.156630204,0.294040184,-1.554655436,0.00575691,1.270582354,0
0.669731887,-2.12693758,-0.254302091,-1.040456324,0.514977597,-0.139002594,0.574549528,0
0.446940853,-2.315670385,0.397141137,-0.085771667,-0.936191836,0.260062235,-0.893865655,0
-0.023392264,-1.920086864,0.687541819,0.787893809,-0.878726532,-0.518836119,1.768290957,0
-0.039644036,-1.475260696,0.863684786,-0.423383032,0.172093532,-0.36118206,0.347236658,0
-0.626216786,-0.487325223,1.375768803,-1.041528882,-0.006654414,-1.0298059,2.041694081,1
-0.93357304,0.038228515,1.006525964,-1.569375565,-0.816618832,-0.421771711,2.095514046,0
0.461941751,-1.853254959,0.428328387,-1.436568883,-0.027258914,0.085374702,-1.136453991,0
0.517666069,-1.78560394,-0.022444648,-1.171500142,0.599681133,-0.291504649,0.669255038,0
-0.472955067,-1.332235,1.228758785,0.147780731,-1.029013157,0.320997578,-0.372125473,0
0.380713486,-1.874378709,0.287454884,-0.976657177,0.414399466,0.336133966,-1.697955968,0
0.235210123,-1.77163377,0.596993728,-0.55227134,0.182004804,-0.392635813,0.217192242,0
0.741067433,-2.167229961,-0.244965995,-0.98488549,0.520815094,-0.15721959,0.496276308,0
0.185372022,-1.269846758,-0.606378383,-1.259690428,0.132741008,0.25503979,1.676781135,0
-0.006702581,-1.382423077,0.935845116,-1.008339581,-0.190989076,-0.645541986,0.564515131,0
-0.466030349,-0.869474949,1.410630077,-0.916684098,-0.323944465,-0.651721342,0.839504254,0
-0.960167202,-0.259411249,1.918780318,-0.785944898,0.045691276,0.05210521,-1.795277067,0
0.355560424,-1.764698262,0.563186663,-1.357555729,-0.054299567,0.168595811,-1.316134669,0
-1.612827968,0.588557537,1.732923916,-0.62571493,-0.426715713,0.370595412,-0.475011146,0
-0.228339399,-1.241233375,1.073259678,-0.475688758,0.070963548,-0.408699557,0.494894274,0
-0.983397593,-0.400548535,1.811790028,-0.191292537,0.0385191,-0.358966662,0.873164756,0
0.054693412,-1.559491272,0.562683371,-0.235414921,0.430833205,-0.534951616,1.317601,0
-0.963318746,-0.368042364,1.666690222,-0.486153122,0.215444795,0.040995438,-0.989310068,0
-0.697883174,-0.700174845,1.670391338,-0.531531137,-0.134042826,-0.327667837,0.153975573,0
-0.685625739,-0.725480076,1.290427455,-0.21228005,0.36781992,-0.372254818,0.056867986,0
-1.156942775,-0.104424893,2.064514586,-0.806580835,-0.281464603,-0.442398785,-0.495951034,0
-0.5786171,-0.952390791,1.273083344,-0.197927038,0.137308101,-0.351306724,1.495994668,0
0.903998237,-2.332114004,-0.317413566,-1.596078536,0.104170013,-0.269034119,0.219344421,0
-0.113896,-0.892904062,1.47941126,-3.023144521,-1.855014353,-1.589335026,0.885356572,0
-0.283132064,-1.201237172,1.05805735,-0.278297554,0.220727084,-0.374537446,0.668702658,0
-1.367247991,0.325915124,1.155196421,-0.5440716,-0.045581823,0.197811882,0.017491348,0
-0.264053523,-1.264725261,0.782877607,-0.118670921,0.453465053,-0.460767804,1.489653487,0
-0.576022992,-0.773958383,1.33520818,-0.348600162,0.318908058,-0.498873926,1.484987342,0
-0.689799841,-0.613405917,1.506103533,-0.731726475,-0.042768393,-0.230202834,0.45089298,0
-0.887069688,-0.623353993,1.469079112,-0.042611513,0.412198063,-0.174933014,0.738216847,0
-0.688186011,-0.754546029,1.392517426,-0.253863752,0.290143847,-0.30973348,0.684255229,0
-0.286811319,-1.0646992,0.873290162,-0.345599408,0.461206257,-0.737259874,2.413485083,0
0.331096447,-1.663927583,0.213893011,-1.01133954,0.432948917,-0.126690148,-0.097685847,0
0.244778253,-1.616639997,0.153115795,-1.002810123,0.423749174,-0.225844555,1.062528511,0
-0.52517589,-1.052597171,0.995292129,-0.562830632,0.291539382,-0.280208938,0.729754137,0
-0.342366515,-1.0584628,1.061072893,-0.463029677,0.107102544,-0.636522695,1.457112177,0
0.641442427,-2.097270154,0.213006984,-1.296183244,0.123396958,0.175437929,-1.313306497,0
-0.903376582,-0.450709257,1.719853844,-0.242642485,0.146585896,-0.340587536,0.180678622,0
-0.673781839,-0.599079673,1.375277409,-0.483389064,0.209929736,-0.698742529,1.642673285,0
-1.522349047,0.554382527,1.777062315,-1.447395014,-1.011486381,0.147174144,-0.61596974,1
-1.542444889,0.43484128,1.399460341,-0.634283358,-0.216793399,0.410118029,-0.704632287,0
0.008214376,-1.30283226,1.079739372,-1.687931952,-0.82424322,-0.966491693,0.871105639,0
-0.349642743,-1.410889894,1.054144616,0.481034147,-0.988885646,-0.719732644,2.073535839,0
-0.637747136,-0.796106497,1.549590246,-0.470851354,-0.168086617,-0.43476202,1.197567001,0
-0.30804111,-0.650577024,0.216398116,-1.538138014,-0.065042361,0.662867519,-1.859337274,0
-0.849411427,-0.49792799,1.78584478,-0.628539,-0.095386349,0.022708845,-0.377015208,0
-0.580775711,-0.664536249,1.581693932,-1.167429504,-0.240605905,-0.217983857,-0.356003909,0
-0.766587927,-0.734202226,1.607365395,-0.292216881,0.032351381,-0.162828361,0.113201883,0
-0.085638212,-1.497590376,0.609650021,-0.047810768,0.567635465,-0.351381152,1.114323405,0
-0.633466324,-0.741136452,1.256681873,-0.543442514,0.022966673,-0.711053201,1.915533314,0
-0.580247322,-0.62638635,1.531040759,-1.201264782,-0.414659607,-0.867182451,1.233239271,0
-0.015423794,-1.398962382,0.732695634,-0.59299794,0.190661492,-0.624677284,0.643450716,0
0.335815314,-1.67972099,0.282278293,-1.366036572,0.027103489,-0.644839068,1.152008039,0
0.186981055,-1.458226337,0.719243773,-1.647110134,-0.647146217,-1.201966446,1.848516621,0
-0.083233221,-1.308002745,0.837410623,-0.727986768,0.015787049,-0.736317576,1.394848044,0
-0.631173903,-0.883526179,1.559852479,-0.368079297,0.089433332,0.015753556,-1.273988034,0
-1.344109276,0.07185762,2.291177221,-0.330523841,-0.044810206,-0.232291386,-0.809570696,0
0.306127914,-1.426351466,0.216547995,-1.254031005,0.662289932,-0.83397489,2.089535553,0
-1.248168396,0.478748123,1.166630436,-1.084949475,0.056104649,-0.164295126,1.115052753,0
0.527544912,-2.348184585,0.222735072,-0.311122225,-1.156506948,-0.106421025,0.294493918,0
0.568971689,-1.869202963,0.19275327,-1.640273835,-0.039016522,-0.237295893,-0.648419761,0
-0.777687282,-0.486899775,1.636558647,-0.550613435,0.1848004,-0.476114759,0.599014961,0
-0.248447103,-1.165130728,1.085400752,-0.536931666,0.159022206,-0.408059751,-0.130761384,0
-1.051938892,-0.362904815,1.768629813,-0.140775548,0.184775336,-0.251975644,0.25175481,0
-0.606026142,-0.855246319,1.597466499,-0.364522286,0.031033324,-0.127902879,-0.432669152,0
-0.115069506,-1.335596913,0.980689981,-0.636078802,0.019528198,-0.47529524,0.482679713,0
0.534496019,-1.978902598,0.041809766,-1.1860865,0.330835521,-0.006996818,-0.171515516,0
-0.079510606,-1.352608833,0.749268167,-0.466557402,0.222938567,-0.663589008,1.504180043,0
-0.835044232,-0.587951826,0.657439534,0.055979875,-1.346045758,0.236108279,0.877118155,0
-0.574621262,-0.779892137,1.428864753,-0.532058739,0.053099704,-0.443723852,0.084007477,0
-1.172791792,-0.05107305,1.842094767,-0.479534291,0.405787775,0.004539759,-0.901414599,0
-0.667083152,-0.673463413,1.810222513,-1.032990528,-0.566939718,-0.455431619,-0.090302511,0
-0.973747196,-0.397749467,2.106057349,-0.613576681,-0.322839902,-0.139700374,-1.163593471,0
-0.418122631,-0.919497259,1.339678178,-0.867165337,-0.211147763,-0.625614933,0.77506426,0
0.782789895,-2.19173374,-0.225551173,-1.566954132,0.071255475,-0.363521299,1.154760904,0
0.06783801,-1.476457051,0.665565885,-0.785878736,-0.009565203,-0.79909732,1.551534392,0
-0.622948554,-0.403615331,1.160580627,-0.962945755,0.68813706,-0.971955524,1.903597812,0
-0.59289108,-1.276596061,1.430796437,0.801807601,-1.020584274,-0.268647715,0.364692189,0
-0.511215645,-0.845970398,1.361450624,-0.548148212,0.08365155,-0.445422765,0.044721391,0
0.776304951,-2.13343825,-0.270208734,-1.331948027,0.24798899,-0.469918092,1.717376594,0
-0.42841198,-1.01589551,1.316877423,-0.477115416,-0.01089181,-0.377710857,0.40506228,0
-0.23683398,-1.239536665,1.110900304,-0.547507735,-0.067201247,-0.439745855,0.546867693,0
-0.861341831,-0.580766945,1.637854518,-0.309606361,0.066332561,-0.295435722,0.620797317,0
-1.562225509,0.63767191,1.63831545,-1.289825262,-0.580512671,0.557293521,-1.548272115,0
-0.023224799,-1.416789788,0.679204627,-0.438704679,0.291479388,-0.645200141,1.449331119,0
-1.1461384,-0.135485423,2.090943987,-0.48571867,-0.135904439,-0.336394083,-0.640625761,0
-0.388225978,-0.985708449,1.102190158,-0.388481646,0.291077078,-0.518836994,0.563651098,0
-0.702044719,-0.453192649,0.494667967,-0.877925022,-0.319187054,-0.104047563,2.133537834,0
-1.15938508,-0.040285095,1.084904614,-0.906263342,-0.545368178,0.214234024,1.121572478,0
-1.457822249,0.516299365,1.667615375,-0.980910904,-0.435382167,0.35329556,-1.555147442,0
-0.574228767,-1.343179101,1.316732668,0.776617375,-0.95298398,-0.226385801,0.366195448,0
-0.407028891,-1.010254182,1.407889172,-0.735383405,-0.209149186,-0.391659205,0.051999199,0
-0.308720379,-1.099241298,1.200528279,-0.520995066,0.194925274,-0.260425491,-1.196651103,0
0.126609905,-1.561280907,0.732075044,-0.963459282,-0.009121016,-0.189467824,-0.205669502,0
-1.319460121,-0.180267232,1.4013234,0.294516813,-1.729351746,0.178582385,1.09748156,0
0.472065009,-1.63078307,0.452446326,-2.426147742,-0.993004141,-1.280596676,2.414852462,0
-1.045616662,-0.349802975,1.820173489,-0.196236746,0.233680204,-0.133917001,-0.836106472,0
-0.849169945,-0.628708883,1.396734554,-0.183606294,0.310117735,-0.388062364,1.866069162,0
0.395406104,-1.801105665,0.214064944,-0.875434778,0.519233456,0.111699914,-0.869919719,0
-0.480249687,-0.689056447,0.338302962,-0.942745199,-0.153516065,0.044577765,1.30928221,0
-0.292635964,-0.964605385,0.833427102,-0.637920014,0.484140966,-0.482770143,1.441449051,0
-0.966880741,-0.406287517,1.8296053,-0.150518872,0.200564537,-0.154030633,-0.908603532,0
0.184086813,-1.599106392,0.500381435,-1.086281975,-0.094507453,-0.880496476,1.602449784,0
-0.923959692,-0.387517785,1.892562828,-1.045142738,-0.565596,-0.602552424,0.763785607,0
-1.0249977,0.039716051,0.967789096,-0.870685871,-0.18630896,-0.046760486,1.603939035,0
-1.20072617,-0.038195005,2.127005398,-0.482920779,-0.03125262,-0.348606736,-0.628475379,0
-0.896546095,-0.478966782,1.763880844,-0.19739626,0.194323492,-0.168932119,-0.936221055,0
-0.671177961,-0.754524056,1.499052712,-0.638671133,0.043872477,0.09049418,-0.489360786,0
-0.621541543,-0.786251107,1.495213649,-0.29982796,0.203839645,-0.186298011,-1.073887433,0
-0.300270088,-1.110386112,1.248538767,-0.832780678,-0.071794344,-0.012083332,-0.652870343,0
-0.669435774,-1.01777221,1.594863026,0.042023576,-1.401462863,-0.193682954,-0.579846506,0
-0.456133289,-1.395255662,1.175325733,0.744488561,-1.012610122,-0.538818651,1.840262847,0
-0.216538851,-1.161574882,1.249919612,-1.175853984,-0.570924789,-0.727425065,1.223509126,0
-0.843321631,-0.305450609,1.024590123,-0.916386495,-0.494799029,0.338554771,-0.428488408,0
-0.312871989,-1.106975877,0.982634018,-0.291309418,0.318273317,-0.553929957,1.349938874,0
-0.956994517,-0.316574068,1.5442279,-0.469708013,0.574408436,-0.379724006,0.233622555,0
-0.596562764,-0.556254885,0.47812135,-1.060839863,-0.412404146,-0.072768717,1.688323778,0
0.881522166,-2.429798024,-0.346036678,-1.042585954,0.511260868,0.105834381,-0.455615602,0
-0.513874045,-0.916543098,1.306229527,-0.22650761,0.284017069,-0.286997889,-0.084177296,0
-0.288296062,-1.123085548,1.151862164,-0.614365608,0.020023785,-0.487467273,0.580472832,0
-0.522501676,-0.667887961,1.194470506,-1.110277238,-0.022425874,-0.994073996,2.02041464,0
-0.842493058,-0.589494715,1.833722782,-0.295511124,0.000574688,-0.121763268,-0.304585681,0
-0.812597848,-1.028865993,1.705263649,0.682987112,-1.306893255,-0.385815791,1.22389556,0
0.710716515,-2.122860522,-0.249038132,-0.965767897,0.539757561,-0.206549933,0.731472625,0
0.385618095,-1.81391975,0.224067957,-0.800887748,0.335076686,-0.413516276,0.882835873,0
-0.158379689,-1.125563587,0.802110919,-0.923995182,0.334595082,0.0212662,-0.48802906,0
-0.637725553,-0.678730995,1.590298565,-0.711273886,-0.080695524,-0.389949798,-0.891870042,0
-0.859679921,-0.581583254,1.425488497,-0.331358169,0.41798463,0.100070144,0.161039163,0
0.682653676,-2.024379882,-0.352402103,-1.010204799,0.992590425,-0.149654363,0.467451378,0
-0.039207751,-1.823546372,0.780729854,0.401584034,-1.164820304,-0.709001801,1.943155694,0
-0.372502392,-1.094553783,1.134897129,-0.552235045,0.083429752,-0.412658649,0.619502811,0
-0.742677642,-0.627887944,1.597739332,-0.82839846,-0.340859991,-0.58453386,1.001936478,0
0.312619047,-1.745607755,0.202739407,-0.890944963,0.574042085,0.146001599,-0.807788959,0
-0.106696559,-1.350326258,0.778691782,-0.335136455,0.326310176,-0.549503272,1.237078343,0
-0.371751977,-1.112347065,0.843997562,-0.357581453,0.649391722,0.071762467,-0.355191755,0
-0.815565424,-0.546149309,1.784610813,-0.428702613,0.047227158,-0.163475924,-1.342569609,0
0.482138642,-1.957571575,-0.010362035,-0.839804981,0.635211792,0.1384606,-0.709958671,0
0.275732958,-1.594719817,0.365780344,-1.079088352,0.417190705,-0.006671305,-0.720065519,0
-0.105941524,-1.340196148,1.05535989,-1.271876317,-0.386598726,-0.142730802,-0.565395604,0
-0.860179571,-1.021856138,1.670740139,0.813723814,-1.004829316,-0.093117348,-0.553470214,0
-0.64535121,-0.663350428,1.63086368,-0.823509038,-0.224018007,-0.442023673,-0.827820165,0
0.094343448,-1.854248423,0.601897399,-0.42270385,-1.280123186,-0.119209972,-0.009894946,1
-0.208870316,-0.953270118,1.248776328,-1.847370545,-0.657332068,-0.583565635,-0.904147357,0
-0.996423186,-0.546359023,1.288692612,0.264984778,0.775694966,-0.207961651,1.569014847,0
-1.132160215,-0.021390949,0.880617554,-0.794312766,-0.103661685,0.60866604,0.160013449,0
-0.490271625,-1.078814051,1.372301671,-0.281652471,0.136025003,-0.01724366,-0.527693753,0
-1.136639267,-0.363958995,1.779993888,-0.042464574,0.226639949,-0.143689096,0.697364949,0
0.097636003,-1.666815302,0.238774077,-0.413374047,0.589030774,-0.202278136,1.158999711,0
-0.904010693,-0.211208877,0.625155321,-0.692058739,-0.140873772,-0.056667544,1.755070365,0
0.491907483,-1.930266951,-0.169406042,-0.772836782,0.766025247,-0.090410425,0.782903467,0
-1.050107922,-0.126743033,1.194033981,-0.875616753,-0.432598589,0.534898684,-1.400129168,0
-1.070532364,-0.292266417,1.874554316,-0.738575945,-0.204458342,-0.341971046,-0.563751915,0
-0.672934125,-1.344845849,1.593435122,0.842054315,-1.16857706,0.037581213,-0.043946804,0
-1.401387371,0.243123321,0.982187919,-0.553331151,-0.022329204,0.205725225,0.93756051,0
-1.3689658,0.015078327,2.161024153,-0.159415093,0.113418878,-0.151381134,-0.62950039,0
0.580208398,-2.12763873,-0.089428148,-0.747207574,0.642576805,0.213629501,-0.384332954,0
0.341183024,-1.815522847,0.397660556,-1.147482585,0.231198928,0.264033159,-1.177717181,0
-0.820677039,-0.679797298,1.716555867,-0.282532236,0.052205095,-0.057857311,-0.312921688,0
-0.198861701,-1.241079061,0.463958727,-0.465477594,0.827160618,0.181380924,0.025749441,0
